file|object|label|english|portuguese|spanish
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_otherUserTasks|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_viewAllTask|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_classificationReasons|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_task|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_description|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_status|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_owner|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_duedate|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_priority|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_myCommunications|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_reassignCommunication|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_reassignCommunicationTo|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_employeeContacted|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_responsibleEmployee|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_relatedCases|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_communicationChannel|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_email|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_fax|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_documentLink|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_phoneNumber|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_dateAssigned|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_dateClosed|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_closeDate|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_closed|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_country|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_direction|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_notes|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_topic|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_subtype|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_organisation|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_contact|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_referenceNo|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_referenceNumber|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_lastContact|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_type|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_anonymous|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_alerts|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_newalerts|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_newtagalert|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_markunread|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_markread|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_mark_all_read|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_hidealert|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_removealert|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_back|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_pendingaction|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_generalupdate|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_importantupdate|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_reasonCode1|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_reasonCode2|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_OK|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_varification|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_orgIdVeried|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_additionalChange|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_additional|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_exitInsu|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_catchup|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_prospect|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_prospectM|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_reason|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_assessment|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_fatMember|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_riskClas|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_anualReport|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_alertSettings|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_requestAlert|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_saveChanges|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_businessArea|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_category|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_alertDescription|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_noAlertsToDisplay|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_area|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_restore|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_nResults|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_selectAnOption|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_newAssessment|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_mandatory|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_unclaimSelection|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_reAssignTask|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_assignTask|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_reAssignTaskUpper|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_findMember|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_unclaimTask|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_manageAlertSettings|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_subscribed|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_showSettings|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_renewalSupport|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_industry|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_businessUnit|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_serviceLevel|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_date|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_showGuidelines|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_showStrategies|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_country_committee_guidelines|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_searchCountries|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_selectCountry|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_countryConditions|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_validFrom|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_validTo|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_includeNextBatch|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_politicalRiskMandatory|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_dclLimit|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_extendedWaitingPeriod|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_opdText|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_issuer|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_addStrategy|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_save|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_addNewStrategy|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_tacitRenewalSettings|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_tacitAllowedBU|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_maxNumberTacitAllowed|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_acroLevel12|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_acroLevel36|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_tacitNotAllowedIndustryLevel|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_tacitNotAllowedServiceLevel|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_midTermRenewalSettings|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_midTermRenewalallowed|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_references|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_reassignTask|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_MULTI_SC_SAME_ORG_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_OFFER_CREATION_ERR_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_MULTI_SC_SAME_ORG_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_MULTI_SC_SAME_ORG_ACT|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_CLI_REQUEST_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_CDD_OPEN_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_CDD_OPEN_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_CDD_OPEN_ACT|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_CDD_FAIL_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_CDD_FAIL_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_CDD_FAIL_ACT|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_POL_EXCEL_GEN_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_POL_EXCEL_GEN_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_POL_EXCEL_GEN_ACT|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_POL_EXCEL_GEN_TIL|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_POL_EXCEL_GEN_ERR_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_POL_EXCEL_GEN_ERR_TTL|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_POL_SUSP_OVERDUE_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_HC_REQUEST_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_HC_REQUEST_ACT|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_HC_REQUEST_APP_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_HC_REQUEST_APP_ACT|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_HC_REQUEST_DEC_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_HC_REQUEST_DEC_ACT|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_RNW_STRGY_UPD_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_CL_BULK_REQUEST_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_PROD_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_PROD_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_ELEM_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_ELEM_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_MOD_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_MOD_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_VAR_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_VAR_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_AFT_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_AFT_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_RULE_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_RULE_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_MISC_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_TRANS_MISC_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_PROD_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_PROD_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_ELEM_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_ELEM_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_MOD_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_MOD_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_VAR_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_VAR_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_AFT_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_AFT_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_RULE_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_RULE_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_MISC_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MAINT_MISC_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_PROD_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_PROD_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_ELEM_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_ELEM_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_MOD_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_MOD_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_VAR_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_VAR_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_AFT_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_AFT_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_RULE_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_RULE_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_MISC_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_MISC_MISC_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_RULE_UPD_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_RULE_UPD_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_RULE_PUB_OK_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_RULE_PUB_OK_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_RULE_PUB_WCFAIL_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_RULE_PUB_WCFAIL_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_RULE_PUB_ERR_TECH_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_RULE_PUB_ERR_TECH_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_RULE_PUB_ERR_FUNC_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_RULE_PUB_ERR_FUNC_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_CMS_REJ_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_CMS_REJ_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_CMS_COM_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_CMS_COM_RSN|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_CMS_FIN_DES|||
/jet-composites/alerts/notifications-list/resources/nls/notifications-list-strings.ts|root.notifications-list|workplace_PP_CMS_FIN_RSN|||
